pop,line,temp,eggs,prog,,,pop,line,mot.sp,temperature,,,pop,line,v.1fertile,v.2fertile,T combo
Val,val.50,23.5,63,26,,,val,val.42,1,18,,,,,,,
Val,val.50,23.5,49,35,,,val,val.42,1,18,,,,,,,
Val,val.50,23.5,44,23,,,val,val.42,1,18,,,,,,,
Val,val.50,23.5,61,40,,,val,val.42,1,18,,,,,,,
Val,val.50,23.5,91,86,,,val,val.42,1,18,,,,,,,
Val,val.50,23.5,29,29,,,val,val.42,0,18,,,,,,,
Val,val.50,23.5,52,43,,,val,val.42,1,23.5,,,,,,,
Upp,upp.12,23.5,61,29,,,val,val.42,1,23.5,,,,,,,
Upp,upp.12,23.5,32,32,,,val,val.42,1,23.5,,,,,,,
Upp,upp.12,23.5,43,24,,,val,val.42,1,23.5,,,,,,,
Upp,upp.12,23.5,51,12,,,val,val.42,1,23.5,,,,,,,
Upp,upp.12,23.5,59,12,,,val,val.42,1,23.5,,,,,,,
Upp,upp.12,23.5,71,49,,,val,val.42,1,23.5,,,,,,,
Upp,upp.12,23.5,53,38,,,val,val.42,1,23.5,,,,,,,
Upp,upp.12,23.5,54,18,,,val,val.42,1,23.5,,,,,,,
Upp,upp.22,23.5,30,17,,,val,val.42,1,23.5,,,,,,,
Upp,upp.22,23.5,30,2,,,val,val.42,0,23.5,,,,,,,
Upp,upp.22,23.5,52,13,,,val,val.42,1,23.5,,,,,,,
Upp,upp.22,23.5,76,56,,,val,val.42,1,23.5,,,,,,,
Upp,upp.22,23.5,30,16,,,val,val.42,1,23.5,,,,,,,
Upp,upp.22,23.5,42,23,,,val,val.42,1,23.5,,,,,,,
Upp,upp.22,23.5,81,32,,,val,val.42,1,23.5,,,,,,,
Upp,upp.22,23.5,70,29,,,val,val.42,1,23.5,,,,,,,
Upp,upp.22,23.5,31,16,,,val,val.42,1,23.5,,,,,,,
Upp,upp.34,23.5,62,35,,,val,val.42,1,23.5,,,,,,,
Upp,upp.34,23.5,78,42,,,val,val.42,1,23.5,,,,,,,
Upp,upp.34,23.5,66,34,,,val,val.43,1,18,,,,,,,
Upp,upp.34,23.5,47,28,,,val,val.43,1,18,,,,,,,
Upp,upp.34,23.5,29,9,,,val,val.43,1,18,,,,,,,
Upp,upp.34,23.5,36,11,,,val,val.43,1,18,,,,,,,
Upp,upp.34,23.5,23,15,,,val,val.43,1,18,,,,,,,
Upp,upp.34,23.5,39,1,,,val,val.43,1,18,,,,,,,
Upp,upp.51,23.5,124,32,,,val,val.43,1,18,,,,,,,
Upp,upp.51,23.5,95,45,,,val,val.43,1,18,,,,,,,
Upp,upp.51,23.5,24,8,,,val,val.43,1,18,,,,,,,
Upp,upp.51,23.5,28,4,,,val,val.43,1,18,,,,,,,
Upp,upp.51,23.5,28,1,,,val,val.43,1,23.5,,,,,,,
Upp,upp.51,23.5,46,4,,,val,val.43,1,23.5,,,,,,,
Upp,upp.51,23.5,56,19,,,val,val.43,1,23.5,,,,,,,
