id,sire,dam,population (1=Innisfail),"temperature (1=lab cold, 2=lab benign, 3=lab hot)",rep,"surv (1=survived to adult stage, 0=did not survive to the adult stage)"
500001,11002,110022,1,1,1100221,1
500002,11002,110022,1,1,1100221,1
500003,11002,110022,1,1,1100221,1
500004,11002,110022,1,1,1100221,1
500005,11002,110022,1,1,1100221,1
500006,11002,110022,1,1,1100221,1
500007,11002,110022,1,1,1100221,0
500008,11002,110022,1,1,1100221,0
500009,11002,110023,1,1,1100231,1
500010,11002,110023,1,1,1100231,1
500011,11002,110023,1,1,1100231,1
500012,11002,110023,1,1,1100231,1
500013,11002,110023,1,1,1100231,1
500014,11002,110023,1,1,1100231,1
500015,11002,110023,1,1,1100231,0
500016,11002,110023,1,1,1100231,0
500017,11002,110024,1,1,1100241,1
500018,11002,110024,1,1,1100241,1
500019,11002,110024,1,1,1100241,1
500020,11002,110024,1,1,1100241,1
500021,11002,110024,1,1,1100241,1
500022,11002,110024,1,1,1100241,1
500023,11002,110024,1,1,1100241,1
500024,11002,110024,1,1,1100241,1
500025,11002,110025,1,1,1100251,1
500026,11002,110025,1,1,1100251,1
500027,11002,110025,1,1,1100251,1
500028,11002,110025,1,1,1100251,1
500029,11002,110025,1,1,1100251,1
500030,11002,110025,1,1,1100251,0
500031,11002,110025,1,1,1100251,0
500032,11002,110025,1,1,1100251,0
500033,11003,110031,1,1,1100311,1
500034,11003,110031,1,1,1100311,0
500035,11003,110031,1,1,1100311,0
500036,11003,110031,1,1,1100311,0
500037,11003,110031,1,1,1100311,0
500038,11003,110031,1,1,1100311,0
500039,11003,110031,1,1,1100311,0
500040,11003,110031,1,1,1100311,0
500041,11003,110032,1,1,1100321,1
500042,11003,110032,1,1,1100321,1
500043,11003,110032,1,1,1100321,1
500044,11003,110032,1,1,1100321,1
500045,11003,110032,1,1,1100321,1
500046,11003,110032,1,1,1100321,1
500047,11003,110032,1,1,1100321,0
500048,11003,110032,1,1,1100321,0
500049,11004,110042,1,1,1100421,1
500050,11004,110042,1,1,1100421,1
500051,11004,110042,1,1,1100421,1
500052,11004,110042,1,1,1100421,1
500053,11004,110042,1,1,1100421,1
500054,11004,110042,1,1,1100421,1
500055,11004,110042,1,1,1100421,1
500056,11004,110042,1,1,1100421,0
500057,11004,110043,1,1,1100431,1
500058,11004,110043,1,1,1100431,1
500059,11004,110043,1,1,1100431,1
500060,11004,110043,1,1,1100431,1
500061,11004,110043,1,1,1100431,1
500062,11004,110043,1,1,1100431,1
500063,11004,110043,1,1,1100431,0
500064,11004,110043,1,1,1100431,0
500065,11004,110045,1,1,1100451,1
500066,11004,110045,1,1,1100451,1
500067,11004,110045,1,1,1100451,1
500068,11004,110045,1,1,1100451,1
500069,11004,110045,1,1,1100451,1
500070,11004,110045,1,1,1100451,1
500071,11004,110045,1,1,1100451,1
500072,11004,110045,1,1,1100451,1
500073,11005,110054,1,1,1100541,1
500074,11005,110054,1,1,1100541,1
500075,11005,110054,1,1,1100541,1
500076,11005,110054,1,1,1100541,1
500077,11005,110054,1,1,1100541,1
500078,11005,110054,1,1,1100541,1
500079,11005,110054,1,1,1100541,0
500080,11005,110054,1,1,1100541,0
500081,11005,110055,1,1,1100551,1
500082,11005,110055,1,1,1100551,0
500083,11005,110055,1,1,1100551,0
500084,11005,110055,1,1,1100551,0
500085,11005,110055,1,1,1100551,0
500086,11005,110055,1,1,1100551,0
500087,11005,110055,1,1,1100551,0
500088,11005,110055,1,1,1100551,0
500089,11006,110061,1,1,1100611,0
500090,11006,110061,1,1,1100611,0
500091,11006,110061,1,1,1100611,0
500092,11006,110061,1,1,1100611,0
500093,11006,110061,1,1,1100611,0
500094,11006,110061,1,1,1100611,0
500095,11006,110061,1,1,1100611,0
500096,11006,110061,1,1,1100611,0
500097,11006,110062,1,1,1100621,1
500098,11006,110062,1,1,1100621,1
500099,11006,110062,1,1,1100621,1
500100,11006,110062,1,1,1100621,1
500101,11006,110062,1,1,1100621,1
500102,11006,110062,1,1,1100621,1
500103,11006,110062,1,1,1100621,1
500104,11006,110062,1,1,1100621,1
500105,11006,110063,1,1,1100631,1
500106,11006,110063,1,1,1100631,1
500107,11006,110063,1,1,1100631,1
500108,11006,110063,1,1,1100631,1
500109,11006,110063,1,1,1100631,1
500110,11006,110063,1,1,1100631,1
500111,11006,110063,1,1,1100631,1
500112,11006,110063,1,1,1100631,0
500113,11006,110065,1,1,1100651,1
500114,11006,110065,1,1,1100651,1
500115,11006,110065,1,1,1100651,1
500116,11006,110065,1,1,1100651,1
500117,11006,110065,1,1,1100651,1
500118,11006,110065,1,1,1100651,1
500119,11006,110065,1,1,1100651,0
500120,11006,110065,1,1,1100651,0
500121,11007,110071,1,1,1100711,1
500122,11007,110071,1,1,1100711,1
500123,11007,110071,1,1,1100711,1
500124,11007,110071,1,1,1100711,1
500125,11007,110071,1,1,1100711,0
500126,11007,110071,1,1,1100711,0
500127,11007,110071,1,1,1100711,0
500128,11007,110071,1,1,1100711,0
500129,11007,110072,1,1,1100721,1
500130,11007,110072,1,1,1100721,1
500131,11007,110072,1,1,1100721,0
500132,11007,110072,1,1,1100721,0
500133,11007,110072,1,1,1100721,0
500134,11007,110072,1,1,1100721,0
500135,11007,110072,1,1,1100721,0
500136,11007,110072,1,1,1100721,0
500137,11007,110073,1,1,1100731,1
500138,11007,110073,1,1,1100731,1
500139,11007,110073,1,1,1100731,1
500140,11007,110073,1,1,1100731,1
500141,11007,110073,1,1,1100731,1
500142,11007,110073,1,1,1100731,1
500143,11007,110073,1,1,1100731,1
500144,11007,110073,1,1,1100731,1
500145,11007,110074,1,1,1100741,1
500146,11007,110074,1,1,1100741,0
500147,11007,110074,1,1,1100741,0
500148,11007,110074,1,1,1100741,0
500149,11007,110074,1,1,1100741,0
500150,11007,110074,1,1,1100741,0
500151,11007,110074,1,1,1100741,0
500152,11007,110074,1,1,1100741,0
500153,11007,110075,1,1,1100751,1
500154,11007,110075,1,1,1100751,1
500155,11007,110075,1,1,1100751,1
500156,11007,110075,1,1,1100751,1
500157,11007,110075,1,1,1100751,1
500158,11007,110075,1,1,1100751,1
500159,11007,110075,1,1,1100751,1
500160,11007,110075,1,1,1100751,0
500161,11008,110081,1,1,1100811,1
500162,11008,110081,1,1,1100811,1
500163,11008,110081,1,1,1100811,1
500164,11008,110081,1,1,1100811,0
500165,11008,110081,1,1,1100811,0
500166,11008,110081,1,1,1100811,0
500167,11008,110081,1,1,1100811,0
500168,11008,110081,1,1,1100811,0
500169,11008,110082,1,1,1100821,1
500170,11008,110082,1,1,1100821,1
500171,11008,110082,1,1,1100821,0
500172,11008,110082,1,1,1100821,0
500173,11008,110082,1,1,1100821,0
500174,11008,110082,1,1,1100821,0
500175,11008,110082,1,1,1100821,0
500176,11008,110082,1,1,1100821,0
500177,11008,110084,1,1,1100841,1
500178,11008,110084,1,1,1100841,1
500179,11008,110084,1,1,1100841,1
500180,11008,110084,1,1,1100841,1
500181,11008,110084,1,1,1100841,1
500182,11008,110084,1,1,1100841,1
500183,11008,110084,1,1,1100841,1
500184,11008,110084,1,1,1100841,0
500185,11008,110085,1,1,1100851,1
500186,11008,110085,1,1,1100851,1
500187,11008,110085,1,1,1100851,1
500188,11008,110085,1,1,1100851,1
500189,11008,110085,1,1,1100851,1
500190,11008,110085,1,1,1100851,0
500191,11008,110085,1,1,1100851,0
500192,11008,110085,1,1,1100851,0
500193,11009,110091,1,1,1100911,1
500194,11009,110091,1,1,1100911,1
500195,11009,110091,1,1,1100911,1
500196,11009,110091,1,1,1100911,1
500197,11009,110091,1,1,1100911,0
500198,11009,110091,1,1,1100911,0
500199,11009,110091,1,1,1100911,0
500200,11009,110091,1,1,1100911,0
500201,11009,110093,1,1,1100931,1
500202,11009,110093,1,1,1100931,1
500203,11009,110093,1,1,1100931,1
500204,11009,110093,1,1,1100931,1
500205,11009,110093,1,1,1100931,1
500206,11009,110093,1,1,1100931,1
500207,11009,110093,1,1,1100931,0
500208,11009,110093,1,1,1100931,0
500209,11009,110094,1,1,1100941,0
500210,11009,110094,1,1,1100941,0
500211,11009,110094,1,1,1100941,0
500212,11009,110094,1,1,1100941,0
500213,11009,110094,1,1,1100941,0
500214,11009,110094,1,1,1100941,0
500215,11009,110094,1,1,1100941,0
500216,11009,110094,1,1,1100941,0
500217,11009,110095,1,1,1100951,1
500218,11009,110095,1,1,1100951,1
500219,11009,110095,1,1,1100951,1
500220,11009,110095,1,1,1100951,1
500221,11009,110095,1,1,1100951,1
500222,11009,110095,1,1,1100951,0
500223,11009,110095,1,1,1100951,0
500224,11009,110095,1,1,1100951,0
500225,11010,110101,1,1,1101011,0
500226,11010,110101,1,1,1101011,0
500227,11010,110101,1,1,1101011,0
500228,11010,110101,1,1,1101011,0
500229,11010,110101,1,1,1101011,0
500230,11010,110101,1,1,1101011,0
500231,11010,110101,1,1,1101011,0
500232,11010,110101,1,1,1101011,0
500233,11010,110102,1,1,1101021,1
500234,11010,110102,1,1,1101021,1
500235,11010,110102,1,1,1101021,1
500236,11010,110102,1,1,1101021,0
500237,11010,110102,1,1,1101021,0
500238,11010,110102,1,1,1101021,0
500239,11010,110102,1,1,1101021,0
500240,11010,110102,1,1,1101021,0
500241,11011,110111,1,1,1101111,1
500242,11011,110111,1,1,1101111,1
500243,11011,110111,1,1,1101111,1
500244,11011,110111,1,1,1101111,1
500245,11011,110111,1,1,1101111,1
500246,11011,110111,1,1,1101111,0
500247,11011,110111,1,1,1101111,0
500248,11011,110111,1,1,1101111,0
500249,11011,110112,1,1,1101121,1
500250,11011,110112,1,1,1101121,0
500251,11011,110112,1,1,1101121,0
500252,11011,110112,1,1,1101121,0
500253,11011,110112,1,1,1101121,0
500254,11011,110112,1,1,1101121,0
500255,11011,110112,1,1,1101121,0
500256,11011,110112,1,1,1101121,0
500257,11011,110113,1,1,1101131,1
500258,11011,110113,1,1,1101131,1
500259,11011,110113,1,1,1101131,1
500260,11011,110113,1,1,1101131,0
500261,11011,110113,1,1,1101131,0
500262,11011,110113,1,1,1101131,0
500263,11011,110113,1,1,1101131,0
500264,11011,110113,1,1,1101131,0
500265,11011,110114,1,1,1101141,0
500266,11011,110114,1,1,1101141,0
500267,11011,110114,1,1,1101141,0
500268,11011,110114,1,1,1101141,0
500269,11011,110114,1,1,1101141,0
500270,11011,110114,1,1,1101141,0
500271,11011,110114,1,1,1101141,0
500272,11011,110114,1,1,1101141,0
500273,11011,110115,1,1,1101151,1
500274,11011,110115,1,1,1101151,1
500275,11011,110115,1,1,1101151,1
500276,11011,110115,1,1,1101151,0
500277,11011,110115,1,1,1101151,0
500278,11011,110115,1,1,1101151,0
500279,11011,110115,1,1,1101151,0
500280,11011,110115,1,1,1101151,0
500281,11012,110121,1,1,1101211,1
500282,11012,110121,1,1,1101211,1
500283,11012,110121,1,1,1101211,0
500284,11012,110121,1,1,1101211,0
500285,11012,110121,1,1,1101211,0
500286,11012,110121,1,1,1101211,0
500287,11012,110121,1,1,1101211,0
500288,11012,110121,1,1,1101211,0
500289,11012,110122,1,1,1101221,1
500290,11012,110122,1,1,1101221,0
500291,11012,110122,1,1,1101221,0
500292,11012,110122,1,1,1101221,0
500293,11012,110122,1,1,1101221,0
500294,11012,110122,1,1,1101221,0
500295,11012,110122,1,1,1101221,0
500296,11012,110122,1,1,1101221,0
500297,11013,110132,1,1,1101321,1
500298,11013,110132,1,1,1101321,1
500299,11013,110132,1,1,1101321,1
500300,11013,110132,1,1,1101321,1
500301,11013,110132,1,1,1101321,1
500302,11013,110132,1,1,1101321,1
500303,11013,110132,1,1,1101321,1
500304,11013,110132,1,1,1101321,0
500305,11013,110133,1,1,1101331,1
500306,11013,110133,1,1,1101331,1
500307,11013,110133,1,1,1101331,1
500308,11013,110133,1,1,1101331,1
500309,11013,110133,1,1,1101331,1
500310,11013,110133,1,1,1101331,1
500311,11013,110133,1,1,1101331,0
500312,11013,110133,1,1,1101331,0
500313,11013,110134,1,1,1101341,1
500314,11013,110134,1,1,1101341,1
500315,11013,110134,1,1,1101341,1
500316,11013,110134,1,1,1101341,1
500317,11013,110134,1,1,1101341,1
500318,11013,110134,1,1,1101341,1
500319,11013,110134,1,1,1101341,0
500320,11013,110134,1,1,1101341,0
500321,11013,110135,1,1,1101351,1
500322,11013,110135,1,1,1101351,1
500323,11013,110135,1,1,1101351,1
500324,11013,110135,1,1,1101351,1
500325,11013,110135,1,1,1101351,0
500326,11013,110135,1,1,1101351,0
500327,11013,110135,1,1,1101351,0
500328,11013,110135,1,1,1101351,0
500329,11014,110141,1,1,1101411,1
500330,11014,110141,1,1,1101411,1
500331,11014,110141,1,1,1101411,1
500332,11014,110141,1,1,1101411,1
500333,11014,110141,1,1,1101411,0
500334,11014,110141,1,1,1101411,0
500335,11014,110141,1,1,1101411,0
500336,11014,110141,1,1,1101411,0
500337,11014,110142,1,1,1101421,1
500338,11014,110142,1,1,1101421,1
500339,11014,110142,1,1,1101421,1
500340,11014,110142,1,1,1101421,1
500341,11014,110142,1,1,1101421,0
500342,11014,110142,1,1,1101421,0
500343,11014,110142,1,1,1101421,0
500344,11014,110142,1,1,1101421,0
500345,11015,110153,1,1,1101531,1
500346,11015,110153,1,1,1101531,1
500347,11015,110153,1,1,1101531,1
500348,11015,110153,1,1,1101531,1
500349,11015,110153,1,1,1101531,1
500350,11015,110153,1,1,1101531,1
500351,11015,110153,1,1,1101531,1
500352,11015,110153,1,1,1101531,1
500353,11016,110164,1,1,1101641,1
500354,11016,110164,1,1,1101641,1
500355,11016,110164,1,1,1101641,1
500356,11016,110164,1,1,1101641,1
500357,11016,110164,1,1,1101641,1
500358,11016,110164,1,1,1101641,0
500359,11016,110164,1,1,1101641,0
500360,11016,110164,1,1,1101641,0
500361,11016,110165,1,1,1101651,1
500362,11016,110165,1,1,1101651,1
500363,11016,110165,1,1,1101651,1
500364,11016,110165,1,1,1101651,1
500365,11016,110165,1,1,1101651,1
500366,11016,110165,1,1,1101651,0
500367,11016,110165,1,1,1101651,0
500368,11016,110165,1,1,1101651,0
500369,11017,110172,1,1,1101721,1
500370,11017,110172,1,1,1101721,1
500371,11017,110172,1,1,1101721,1
500372,11017,110172,1,1,1101721,1
500373,11017,110172,1,1,1101721,1
500374,11017,110172,1,1,1101721,1
500375,11017,110172,1,1,1101721,1
500376,11017,110172,1,1,1101721,0
500377,11017,110174,1,1,1101741,1
500378,11017,110174,1,1,1101741,1
500379,11017,110174,1,1,1101741,1
500380,11017,110174,1,1,1101741,1
500381,11017,110174,1,1,1101741,1
500382,11017,110174,1,1,1101741,1
500383,11017,110174,1,1,1101741,1
500384,11017,110174,1,1,1101741,0
500385,11017,110175,1,1,1101751,1
500386,11017,110175,1,1,1101751,1
500387,11017,110175,1,1,1101751,1
500388,11017,110175,1,1,1101751,1
500389,11017,110175,1,1,1101751,1
500390,11017,110175,1,1,1101751,0
500391,11017,110175,1,1,1101751,0
500392,11017,110175,1,1,1101751,0
500393,11018,110181,1,1,1101811,1
500394,11018,110181,1,1,1101811,1
500395,11018,110181,1,1,1101811,1
500396,11018,110181,1,1,1101811,1
500397,11018,110181,1,1,1101811,1
500398,11018,110181,1,1,1101811,1
500399,11018,110181,1,1,1101811,0
500400,11018,110181,1,1,1101811,0
500401,11018,110182,1,1,1101821,1
500402,11018,110182,1,1,1101821,1
500403,11018,110182,1,1,1101821,0
500404,11018,110182,1,1,1101821,0
500405,11018,110182,1,1,1101821,0
500406,11018,110182,1,1,1101821,0
500407,11018,110182,1,1,1101821,0
500408,11018,110182,1,1,1101821,0
500409,11018,110183,1,1,1101831,1
500410,11018,110183,1,1,1101831,1
500411,11018,110183,1,1,1101831,1
500412,11018,110183,1,1,1101831,1
500413,11018,110183,1,1,1101831,1
500414,11018,110183,1,1,1101831,1
500415,11018,110183,1,1,1101831,1
500416,11018,110183,1,1,1101831,0
500417,11018,110185,1,1,1101851,1
500418,11018,110185,1,1,1101851,1
500419,11018,110185,1,1,1101851,1
500420,11018,110185,1,1,1101851,1
500421,11018,110185,1,1,1101851,1
500422,11018,110185,1,1,1101851,1
500423,11018,110185,1,1,1101851,1
500424,11018,110185,1,1,1101851,1
500425,11019,110192,1,1,1101921,1
500426,11019,110192,1,1,1101921,1
500427,11019,110192,1,1,1101921,1
500428,11019,110192,1,1,1101921,1
500429,11019,110192,1,1,1101921,1
500430,11019,110192,1,1,1101921,1
500431,11019,110192,1,1,1101921,1
500432,11019,110192,1,1,1101921,1
500433,11019,110193,1,1,1101931,1
500434,11019,110193,1,1,1101931,1
500435,11019,110193,1,1,1101931,1
500436,11019,110193,1,1,1101931,1
500437,11019,110193,1,1,1101931,1
500438,11019,110193,1,1,1101931,1
500439,11019,110193,1,1,1101931,1
500440,11019,110193,1,1,1101931,0
500441,11019,110194,1,1,1101941,1
500442,11019,110194,1,1,1101941,1
500443,11019,110194,1,1,1101941,1
500444,11019,110194,1,1,1101941,1
500445,11019,110194,1,1,1101941,0
500446,11019,110194,1,1,1101941,0
500447,11019,110194,1,1,1101941,0
500448,11019,110194,1,1,1101941,0
500449,11019,110195,1,1,1101951,1
500450,11019,110195,1,1,1101951,1
500451,11019,110195,1,1,1101951,0
500452,11019,110195,1,1,1101951,0
500453,11019,110195,1,1,1101951,0
500454,11019,110195,1,1,1101951,0
500455,11019,110195,1,1,1101951,0
500456,11019,110195,1,1,1101951,0
500457,11020,110201,1,1,1102011,0
500458,11020,110201,1,1,1102011,0
500459,11020,110201,1,1,1102011,0
500460,11020,110201,1,1,1102011,0
500461,11020,110201,1,1,1102011,0
500462,11020,110201,1,1,1102011,0
500463,11020,110201,1,1,1102011,0
500464,11020,110201,1,1,1102011,0
500465,11020,110202,1,1,1102021,1
500466,11020,110202,1,1,1102021,1
500467,11020,110202,1,1,1102021,1
500468,11020,110202,1,1,1102021,1
500469,11020,110202,1,1,1102021,1
500470,11020,110202,1,1,1102021,0
500471,11020,110202,1,1,1102021,0
500472,11020,110202,1,1,1102021,0
500473,11020,110203,1,1,1102031,1
500474,11020,110203,1,1,1102031,1
500475,11020,110203,1,1,1102031,1
500476,11020,110203,1,1,1102031,1
500477,11020,110203,1,1,1102031,1
500478,11020,110203,1,1,1102031,1
500479,11020,110203,1,1,1102031,1
500480,11020,110203,1,1,1102031,0
500481,11020,110204,1,1,1102041,1
500482,11020,110204,1,1,1102041,1
500483,11020,110204,1,1,1102041,1
500484,11020,110204,1,1,1102041,0
500485,11020,110204,1,1,1102041,0
500486,11020,110204,1,1,1102041,0
500487,11020,110204,1,1,1102041,0
500488,11020,110204,1,1,1102041,0
500489,11020,110205,1,1,1102051,1
500490,11020,110205,1,1,1102051,1
500491,11020,110205,1,1,1102051,1
500492,11020,110205,1,1,1102051,1
500493,11020,110205,1,1,1102051,1
500494,11020,110205,1,1,1102051,1
500495,11020,110205,1,1,1102051,0
500496,11020,110205,1,1,1102051,0
500497,11021,110211,1,1,1102111,1
500498,11021,110211,1,1,1102111,1
500499,11021,110211,1,1,1102111,1
500500,11021,110211,1,1,1102111,1
500501,11021,110211,1,1,1102111,1
500502,11021,110211,1,1,1102111,1
500503,11021,110211,1,1,1102111,1
500504,11021,110211,1,1,1102111,0
500505,11021,110212,1,1,1102121,1
500506,11021,110212,1,1,1102121,1
500507,11021,110212,1,1,1102121,1
500508,11021,110212,1,1,1102121,1
500509,11021,110212,1,1,1102121,1
500510,11021,110212,1,1,1102121,1
500511,11021,110212,1,1,1102121,1
500512,11021,110212,1,1,1102121,1
500513,11021,110213,1,1,1102131,1
500514,11021,110213,1,1,1102131,1
500515,11021,110213,1,1,1102131,1
500516,11021,110213,1,1,1102131,1
500517,11021,110213,1,1,1102131,1
500518,11021,110213,1,1,1102131,1
500519,11021,110213,1,1,1102131,0
500520,11021,110213,1,1,1102131,0
500521,11021,110214,1,1,1102141,1
500522,11021,110214,1,1,1102141,1
500523,11021,110214,1,1,1102141,1
500524,11021,110214,1,1,1102141,1
500525,11021,110214,1,1,1102141,1
500526,11021,110214,1,1,1102141,1
500527,11021,110214,1,1,1102141,0
500528,11021,110214,1,1,1102141,0
500529,11021,110215,1,1,1102151,1
500530,11021,110215,1,1,1102151,1
500531,11021,110215,1,1,1102151,0
500532,11021,110215,1,1,1102151,0
500533,11021,110215,1,1,1102151,0
500534,11021,110215,1,1,1102151,0
500535,11021,110215,1,1,1102151,0
500536,11021,110215,1,1,1102151,0
500537,11022,110221,1,1,1102211,1
500538,11022,110221,1,1,1102211,1
500539,11022,110221,1,1,1102211,1
500540,11022,110221,1,1,1102211,0
500541,11022,110221,1,1,1102211,0
500542,11022,110221,1,1,1102211,0
500543,11022,110221,1,1,1102211,0
500544,11022,110221,1,1,1102211,0
500545,11022,110225,1,1,1102251,1
500546,11022,110225,1,1,1102251,1
500547,11022,110225,1,1,1102251,1
500548,11022,110225,1,1,1102251,1
500549,11022,110225,1,1,1102251,1
500550,11022,110225,1,1,1102251,1
500551,11022,110225,1,1,1102251,1
500552,11022,110225,1,1,1102251,0
500553,11023,110234,1,1,1102341,1
500554,11023,110234,1,1,1102341,1
500555,11023,110234,1,1,1102341,1
500556,11023,110234,1,1,1102341,0
500557,11023,110234,1,1,1102341,0
500558,11023,110234,1,1,1102341,0
500559,11023,110234,1,1,1102341,0
500560,11023,110234,1,1,1102341,0
500561,11023,110235,1,1,1102351,1
500562,11023,110235,1,1,1102351,1
500563,11023,110235,1,1,1102351,1
500564,11023,110235,1,1,1102351,1
500565,11023,110235,1,1,1102351,1
500566,11023,110235,1,1,1102351,1
500567,11023,110235,1,1,1102351,1
500568,11023,110235,1,1,1102351,0
500569,11024,110242,1,1,1102421,1
500570,11024,110242,1,1,1102421,1
500571,11024,110242,1,1,1102421,1
500572,11024,110242,1,1,1102421,1
500573,11024,110242,1,1,1102421,1
500574,11024,110242,1,1,1102421,1
500575,11024,110242,1,1,1102421,1
500576,11024,110242,1,1,1102421,1
500577,11024,110243,1,1,1102431,1
500578,11024,110243,1,1,1102431,1
500579,11024,110243,1,1,1102431,1
500580,11024,110243,1,1,1102431,0
500581,11024,110243,1,1,1102431,0
500582,11024,110243,1,1,1102431,0
500583,11024,110243,1,1,1102431,0
500584,11024,110243,1,1,1102431,0
500585,11024,110244,1,1,1102441,1
500586,11024,110244,1,1,1102441,1
500587,11024,110244,1,1,1102441,1
500588,11024,110244,1,1,1102441,1
500589,11024,110244,1,1,1102441,1
500590,11024,110244,1,1,1102441,0
500591,11024,110244,1,1,1102441,0
500592,11024,110244,1,1,1102441,0
500593,11024,110245,1,1,1102451,1
500594,11024,110245,1,1,1102451,1
500595,11024,110245,1,1,1102451,1
500596,11024,110245,1,1,1102451,1
500597,11024,110245,1,1,1102451,1
500598,11024,110245,1,1,1102451,0
500599,11024,110245,1,1,1102451,0
500600,11024,110245,1,1,1102451,0
500601,11025,110251,1,1,1102511,1
500602,11025,110251,1,1,1102511,1
500603,11025,110251,1,1,1102511,1
500604,11025,110251,1,1,1102511,1
500605,11025,110251,1,1,1102511,0
500606,11025,110251,1,1,1102511,0
500607,11025,110251,1,1,1102511,0
500608,11025,110251,1,1,1102511,0
500609,11025,110252,1,1,1102521,1
500610,11025,110252,1,1,1102521,1
500611,11025,110252,1,1,1102521,1
500612,11025,110252,1,1,1102521,0
500613,11025,110252,1,1,1102521,0
500614,11025,110252,1,1,1102521,0
500615,11025,110252,1,1,1102521,0
500616,11025,110252,1,1,1102521,0
500617,11025,110253,1,1,1102531,1
500618,11025,110253,1,1,1102531,1
500619,11025,110253,1,1,1102531,1
500620,11025,110253,1,1,1102531,1
500621,11025,110253,1,1,1102531,1
500622,11025,110253,1,1,1102531,1
500623,11025,110253,1,1,1102531,1
500624,11025,110253,1,1,1102531,0
500625,11025,110254,1,1,1102541,1
500626,11025,110254,1,1,1102541,1
500627,11025,110254,1,1,1102541,0
500628,11025,110254,1,1,1102541,0
500629,11025,110254,1,1,1102541,0
500630,11025,110254,1,1,1102541,0
500631,11025,110254,1,1,1102541,0
500632,11025,110254,1,1,1102541,0
500633,11025,110255,1,1,1102551,1
500634,11025,110255,1,1,1102551,1
500635,11025,110255,1,1,1102551,1
500636,11025,110255,1,1,1102551,1
500637,11025,110255,1,1,1102551,1
500638,11025,110255,1,1,1102551,1
500639,11025,110255,1,1,1102551,1
500640,11025,110255,1,1,1102551,0
500641,11026,110261,1,1,1102611,1
500642,11026,110261,1,1,1102611,1
500643,11026,110261,1,1,1102611,1
500644,11026,110261,1,1,1102611,1
500645,11026,110261,1,1,1102611,0
500646,11026,110261,1,1,1102611,0
500647,11026,110261,1,1,1102611,0
500648,11026,110261,1,1,1102611,0
500649,11026,110262,1,1,1102621,1
500650,11026,110262,1,1,1102621,1
500651,11026,110262,1,1,1102621,1
500652,11026,110262,1,1,1102621,1
500653,11026,110262,1,1,1102621,1
500654,11026,110262,1,1,1102621,0
500655,11026,110262,1,1,1102621,0
500656,11026,110262,1,1,1102621,0
500657,11026,110263,1,1,1102631,1
500658,11026,110263,1,1,1102631,1
500659,11026,110263,1,1,1102631,1
500660,11026,110263,1,1,1102631,0
500661,11026,110263,1,1,1102631,0
500662,11026,110263,1,1,1102631,0
500663,11026,110263,1,1,1102631,0
500664,11026,110263,1,1,1102631,0
500665,11026,110264,1,1,1102641,1
500666,11026,110264,1,1,1102641,1
500667,11026,110264,1,1,1102641,0
500668,11026,110264,1,1,1102641,0
500669,11026,110264,1,1,1102641,0
500670,11026,110264,1,1,1102641,0
500671,11026,110264,1,1,1102641,0
500672,11026,110264,1,1,1102641,0
500673,11026,110265,1,1,1102651,0
500674,11026,110265,1,1,1102651,0
500675,11026,110265,1,1,1102651,0
500676,11026,110265,1,1,1102651,0
500677,11026,110265,1,1,1102651,0
500678,11026,110265,1,1,1102651,0
500679,11026,110265,1,1,1102651,0
500680,11026,110265,1,1,1102651,0
500681,11027,110271,1,1,1102711,1
500682,11027,110271,1,1,1102711,1
500683,11027,110271,1,1,1102711,1
500684,11027,110271,1,1,1102711,1
500685,11027,110271,1,1,1102711,1
500686,11027,110271,1,1,1102711,1
500687,11027,110271,1,1,1102711,1
500688,11027,110271,1,1,1102711,0
500689,11027,110272,1,1,1102721,1
500690,11027,110272,1,1,1102721,1
500691,11027,110272,1,1,1102721,1
500692,11027,110272,1,1,1102721,1
500693,11027,110272,1,1,1102721,0
500694,11027,110272,1,1,1102721,0
500695,11027,110272,1,1,1102721,0
500696,11027,110272,1,1,1102721,0
500697,11027,110273,1,1,1102731,1
500698,11027,110273,1,1,1102731,1
500699,11027,110273,1,1,1102731,1
500700,11027,110273,1,1,1102731,0
500701,11027,110273,1,1,1102731,0
500702,11027,110273,1,1,1102731,0
500703,11027,110273,1,1,1102731,0
500704,11027,110273,1,1,1102731,0
500705,11028,110281,1,1,1102811,1
500706,11028,110281,1,1,1102811,1
500707,11028,110281,1,1,1102811,1
500708,11028,110281,1,1,1102811,1
500709,11028,110281,1,1,1102811,1
500710,11028,110281,1,1,1102811,0
500711,11028,110281,1,1,1102811,0
500712,11028,110281,1,1,1102811,0
500713,11028,110282,1,1,1102821,1
500714,11028,110282,1,1,1102821,1
500715,11028,110282,1,1,1102821,1
500716,11028,110282,1,1,1102821,0
500717,11028,110282,1,1,1102821,0
500718,11028,110282,1,1,1102821,0
500719,11028,110282,1,1,1102821,0
500720,11028,110282,1,1,1102821,0
500721,11028,110283,1,1,1102831,1
500722,11028,110283,1,1,1102831,0
500723,11028,110283,1,1,1102831,0
500724,11028,110283,1,1,1102831,0
500725,11028,110283,1,1,1102831,0
500726,11028,110283,1,1,1102831,0
500727,11028,110283,1,1,1102831,0
500728,11028,110283,1,1,1102831,0
500729,11028,110284,1,1,1102841,1
500730,11028,110284,1,1,1102841,0
500731,11028,110284,1,1,1102841,0
500732,11028,110284,1,1,1102841,0
